INFO 2025-03-27 09:45:17,864 autoreload 119034 125829743673472 Watching for file changes with StatReloader
INFO 2025-03-27 09:45:33,917 autoreload 119034 125829743673472 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 09:45:34,839 autoreload 119157 136808493498496 Watching for file changes with StatReloader
INFO 2025-03-27 09:45:38,300 autoreload 119157 136808493498496 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 09:45:39,016 autoreload 119198 130174052196480 Watching for file changes with StatReloader
INFO 2025-03-27 09:45:52,609 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 200 786
INFO 2025-03-27 09:46:13,946 basehttp 119198 130173882070720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:46:13,960 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 200 632
INFO 2025-03-27 09:46:34,016 basehttp 119198 130173882070720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:46:34,049 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 200 888
INFO 2025-03-27 09:47:44,087 basehttp 119198 130173882070720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:47:44,109 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 200 883
INFO 2025-03-27 09:48:09,969 basehttp 119198 130173882070720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:48:09,995 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 200 1069
INFO 2025-03-27 09:48:19,114 basehttp 119198 130173882070720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:48:19,133 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 200 961
INFO 2025-03-27 09:48:27,411 basehttp 119198 130173882070720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:48:27,422 basehttp 119198 130173882070720 "GET /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 09:48:27,500 basehttp 119198 130173882070720 "GET /interview/results/ HTTP/1.1" 200 17905
INFO 2025-03-27 09:51:06,474 basehttp 119198 130173882070720 "GET /home/ HTTP/1.1" 200 281
INFO 2025-03-27 09:51:18,318 basehttp 119198 130173882070720 "GET /admin/logout/ HTTP/1.1" 302 0
INFO 2025-03-27 09:51:18,331 basehttp 119198 130173882070720 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-03-27 09:51:18,406 basehttp 119198 130173882070720 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 3702
INFO 2025-03-27 09:51:18,472 basehttp 119198 130173882070720 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:18,484 basehttp 119198 130173873678016 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:18,485 basehttp 119198 130173479417536 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:18,486 basehttp 119198 130173471024832 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:18,489 basehttp 119198 130173462632128 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:19,021 basehttp 119198 130173882070720 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:19,022 basehttp 119198 130173462632128 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:30,375 basehttp 119198 130173462632128 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-03-27 09:51:30,400 basehttp 119198 130173462632128 "GET /admin/ HTTP/1.1" 200 7091
INFO 2025-03-27 09:51:30,492 basehttp 119198 130173462632128 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:30,765 basehttp 119198 130173462632128 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-27 09:51:30,766 basehttp 119198 130173882070720 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,392 basehttp 119198 130173882070720 "GET /admin/core/response/ HTTP/1.1" 200 13571
INFO 2025-03-27 09:51:36,435 basehttp 119198 130173882070720 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,446 basehttp 119198 130173882070720 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,452 basehttp 119198 130173873678016 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,453 basehttp 119198 130173462632128 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 09:51:36,453 basehttp 119198 130173471024832 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,454 basehttp 119198 130173454239424 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,455 basehttp 119198 130173479417536 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,463 basehttp 119198 130173873678016 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,465 basehttp 119198 130173454239424 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,467 basehttp 119198 130173471024832 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,469 basehttp 119198 130173462632128 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,737 basehttp 119198 130173462632128 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,825 basehttp 119198 130173462632128 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2025-03-27 09:51:36,834 basehttp 119198 130173462632128 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2025-03-27 09:51:48,769 basehttp 119198 130173462632128 "GET /admin/core/response/6/change/ HTTP/1.1" 200 13939
INFO 2025-03-27 09:51:48,799 basehttp 119198 130173462632128 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:48,812 basehttp 119198 130173873678016 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:48,812 basehttp 119198 130173454239424 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-03-27 09:51:48,818 basehttp 119198 130173471024832 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 09:51:49,108 basehttp 119198 130173462632128 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-03-27 09:51:49,109 basehttp 119198 130173471024832 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-03-27 09:51:54,756 basehttp 119198 130173471024832 "GET /admin/core/response/ HTTP/1.1" 200 13571
INFO 2025-03-27 09:55:06,933 autoreload 119198 130174052196480 /home/stephen/Desktop/final_year_project/interview/core/forms.py changed, reloading.
INFO 2025-03-27 09:55:10,356 autoreload 122650 129905481576576 Watching for file changes with StatReloader
INFO 2025-03-27 10:03:20,161 basehttp 122650 129905312396992 "GET /interview/start/ HTTP/1.1" 200 155
INFO 2025-03-27 10:03:26,489 basehttp 122650 129905312396992 "GET /logout/ HTTP/1.1" 302 0
INFO 2025-03-27 10:03:26,511 basehttp 122650 129905312396992 "GET /login/ HTTP/1.1" 200 608
INFO 2025-03-27 10:03:42,686 basehttp 122650 129905312396992 "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-27 10:03:42,697 basehttp 122650 129905312396992 "GET /home/ HTTP/1.1" 200 281
INFO 2025-03-27 10:03:44,505 basehttp 122650 129905312396992 "GET /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:03:44,536 basehttp 122650 129905312396992 "GET /interview/results/ HTTP/1.1" 200 17905
INFO 2025-03-27 10:03:50,799 basehttp 122650 129905312396992 "GET /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:03:50,820 basehttp 122650 129905312396992 "GET /interview/results/ HTTP/1.1" 200 17905
INFO 2025-03-27 10:03:59,680 basehttp 122650 129905312396992 "GET /home/ HTTP/1.1" 200 281
WARNING 2025-03-27 10:04:12,074 log 122650 129905312396992 Forbidden (CSRF token from POST incorrect.): /admin/core/response/
WARNING 2025-03-27 10:04:12,075 basehttp 122650 129905312396992 "POST /admin/core/response/ HTTP/1.1" 403 2518
INFO 2025-03-27 10:04:14,636 basehttp 122650 129905312396992 "GET /admin/core/response/ HTTP/1.1" 302 0
INFO 2025-03-27 10:04:14,669 basehttp 122650 129905312396992 "GET /admin/login/?next=/admin/core/response/ HTTP/1.1" 200 3730
INFO 2025-03-27 10:04:23,936 basehttp 122650 129905312396992 "POST /admin/login/?next=/admin/core/response/ HTTP/1.1" 302 0
INFO 2025-03-27 10:04:23,990 basehttp 122650 129905312396992 "GET /admin/core/response/ HTTP/1.1" 200 13571
INFO 2025-03-27 10:04:24,096 basehttp 122650 129905312396992 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:04:31,594 basehttp 122650 129905312396992 "POST /admin/core/response/ HTTP/1.1" 200 9131
INFO 2025-03-27 10:04:31,621 basehttp 122650 129905312396992 "GET /static/admin/js/cancel.js HTTP/1.1" 304 0
INFO 2025-03-27 10:04:32,896 basehttp 122650 129905312396992 "POST /admin/core/response/ HTTP/1.1" 302 0
INFO 2025-03-27 10:04:32,923 basehttp 122650 129905312396992 "GET /admin/core/response/ HTTP/1.1" 200 9596
INFO 2025-03-27 10:04:32,999 basehttp 122650 129905312396992 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:04:33,307 basehttp 122650 129905312396992 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:04:34,733 basehttp 122650 129905312396992 "GET /admin/core/question/ HTTP/1.1" 200 12918
INFO 2025-03-27 10:04:34,812 basehttp 122650 129905312396992 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:04:42,533 basehttp 122650 129905312396992 "POST /admin/core/question/ HTTP/1.1" 200 9059
INFO 2025-03-27 10:04:44,031 basehttp 122650 129905312396992 "POST /admin/core/question/ HTTP/1.1" 302 0
INFO 2025-03-27 10:04:44,056 basehttp 122650 129905312396992 "GET /admin/core/question/ HTTP/1.1" 200 9190
INFO 2025-03-27 10:04:44,137 basehttp 122650 129905312396992 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:04:48,029 basehttp 122650 129905312396992 "GET /logout/ HTTP/1.1" 302 0
INFO 2025-03-27 10:04:48,038 basehttp 122650 129905312396992 "GET /login/ HTTP/1.1" 200 608
INFO 2025-03-27 10:05:11,610 basehttp 122650 129905312396992 "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-27 10:05:11,622 basehttp 122650 129905312396992 "GET /home/ HTTP/1.1" 200 281
INFO 2025-03-27 10:05:23,672 basehttp 122650 129905312396992 "GET /interview/start/ HTTP/1.1" 200 216
INFO 2025-03-27 10:05:49,590 autoreload 126773 124863480459392 Watching for file changes with StatReloader
INFO 2025-03-27 10:06:12,748 basehttp 126773 124863313516224 "GET /interview/start/ HTTP/1.1" 200 216
INFO 2025-03-27 10:06:56,342 basehttp 126773 124863313516224 "GET /interview/start/ HTTP/1.1" 200 216
INFO 2025-03-27 10:08:56,773 autoreload 126773 124863480459392 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 10:08:59,476 autoreload 128115 126799292043392 Watching for file changes with StatReloader
INFO 2025-03-27 10:10:19,636 autoreload 128115 126799292043392 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 10:10:20,444 autoreload 129102 130278662410368 Watching for file changes with StatReloader
INFO 2025-03-27 10:10:56,838 autoreload 129102 130278662410368 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 10:10:57,372 autoreload 129336 137588611219584 Watching for file changes with StatReloader
INFO 2025-03-27 10:11:53,642 autoreload 129336 137588611219584 /home/stephen/Desktop/final_year_project/interview/core/views.py changed, reloading.
INFO 2025-03-27 10:11:54,403 autoreload 129685 127514108846208 Watching for file changes with StatReloader
INFO 2025-03-27 10:12:28,467 autoreload 129685 127514108846208 /home/stephen/Desktop/final_year_project/interview/core/urls.py changed, reloading.
INFO 2025-03-27 10:12:29,128 autoreload 129913 123316943097984 Watching for file changes with StatReloader
INFO 2025-03-27 10:12:56,591 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 763
INFO 2025-03-27 10:14:10,783 basehttp 129913 123316843222720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:10,804 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 799
INFO 2025-03-27 10:14:18,507 basehttp 129913 123316843222720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:18,539 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 804
INFO 2025-03-27 10:14:25,164 basehttp 129913 123316843222720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:25,192 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 752
INFO 2025-03-27 10:14:32,736 basehttp 129913 123316843222720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:32,751 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 764
INFO 2025-03-27 10:14:38,686 basehttp 129913 123316843222720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:38,721 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 200 781
INFO 2025-03-27 10:14:46,048 basehttp 129913 123316843222720 "POST /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:46,069 basehttp 129913 123316843222720 "GET /interview/start/ HTTP/1.1" 302 0
INFO 2025-03-27 10:14:46,138 basehttp 129913 123316843222720 "GET /interview/results/ HTTP/1.1" 200 17819
INFO 2025-03-27 10:15:37,256 basehttp 129913 123316843222720 "GET /home/ HTTP/1.1" 200 281
INFO 2025-03-27 10:15:39,205 basehttp 129913 123316843222720 "GET /logout/ HTTP/1.1" 302 0
INFO 2025-03-27 10:15:39,216 basehttp 129913 123316843222720 "GET /login/ HTTP/1.1" 200 608
INFO 2025-03-27 10:15:48,203 basehttp 129913 123316843222720 "GET /admin/core/question/ HTTP/1.1" 302 0
INFO 2025-03-27 10:15:48,232 basehttp 129913 123316843222720 "GET /admin/login/?next=/admin/core/question/ HTTP/1.1" 200 4209
INFO 2025-03-27 10:15:48,297 basehttp 129913 123316843222720 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-27 10:15:48,306 basehttp 129913 123316765456064 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-27 10:15:48,307 basehttp 129913 123316513773248 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-27 10:15:48,310 basehttp 129913 123316362802880 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-03-27 10:15:48,310 basehttp 129913 123316354410176 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-27 10:15:48,859 basehttp 129913 123316843222720 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-27 10:15:48,860 basehttp 129913 123316354410176 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,133 basehttp 129913 123316354410176 "POST /admin/login/?next=/admin/core/question/ HTTP/1.1" 302 0
INFO 2025-03-27 10:16:08,189 basehttp 129913 123316354410176 "GET /admin/core/question/ HTTP/1.1" 200 12943
INFO 2025-03-27 10:16:08,275 basehttp 129913 123316354410176 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,277 basehttp 129913 123316765456064 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,284 basehttp 129913 123316346017472 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,287 basehttp 129913 123316513773248 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,289 basehttp 129913 123316346017472 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,293 basehttp 129913 123316765456064 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,295 basehttp 129913 123316513773248 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,298 basehttp 129913 123316362802880 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,302 basehttp 129913 123316362802880 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,303 basehttp 129913 123316843222720 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-03-27 10:16:08,307 basehttp 129913 123316843222720 "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-03-27 10:16:08,555 basehttp 129913 123316843222720 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
